1,83
0,22
1,13
2,14
0,12
3,22
0,6
0,7
0,7
0,20
0,37
0,10
0,45
0,14
0,15
3,16
0,12
0,29
0,21
0,12
0,10
0,33
0,15
0,35
0,22
0,28
0,10
0,9
0,10
0,20
0,27
0,28
0,6
5,22
0,80
2,43
0,10
0,4
0,4
0,20
0,8
0,17
0,14
0,26
0,33
0,15
0,12
0,9
0,21
22,62
0,30
2,70
0,12
8,139
3,101
0,4
2,78
2,66
0,5
1,5
0,3
1,15
0,26
0,13
1,8
0,59
1,33
0,17
0,14
4,49
0,11
0,48
0,44
0,10
0,37
0,60
0,10
0,15
0,24
0,12
4,27
0,5
0,23
0,14
1,23
0,3
0,24
1,27
0,35
0,19
0,13
0,33
0,15
0,8
0,71
0,5
0,10
0,39
0,27
0,17
0,17
1,87
17,54
1,205
3,357
0,13
2,44
0,21
0,83
1,98
1,46
0,61
1,57
0,120
2,50
0,31
0,43
0,60
0,103
6,115
0,16
0,25
0,83
0,27
3,99
0,54
0,21
0,39
0,7
0,27
0,13
0,20
0,40
0,14
0,9
0,8
0,65
1,82
1,8
0,9
0,13
1,17
0,19
0,10
1,34
0,12
1,10
0,33
0,14
0,1
0,12
0,6
0,12
0,8
0,40
0,11
0,13
0,4
0,36
0,13
1,21
0,18
1,46
1,11
1,23
1,19
0,14
1,18
0,16
4,18
2,31
0,3
0,13
0,10
0,6
0,11
0,8
0,58
0,12
0,6
0,9
0,9
0,12
0,28
2,38
0,9
0,33
0,15
0,4
0,32
0,32
0,10
0,18
0,18
0,32
0,12
1,23
0,10
0,15
0,51
0,6
0,15
0,40
0,72
1,22
1,28
0,24
3,39
1,9
0,70
0,40
0,13
3,15
1,3
0,3
0,5
11,40
0,11
0,22
0,25
0,8
0,17
0,1
0,4
0,12
0,50
1,86
0,8
1,34
1,45
0,94
0,7
0,26
0,44
1,22
0,26
0,34
0,16
4,51
0,11
0,10
0,21
0,31
0,22
0,21
0,3
0,4
0,37
0,1
0,14
0,24
2,23
0,7
0,13
0,13
1,4
0,4
0,24
0,3
0,8
0,7
0,9
0,30
0,2
0,8
0,10
0,8
0,8
0,3
0,7
0,16
0,9
0,19
2,23
1,12
0,11
2,10
1,33
1,3
0,25
0,1
0,6
0,4
0,5
0,19
0,7
0,14
0,6
0,14
0,14
0,9
0,6
0,5
0,5
0,12
0,8
0,26
0,12
0,7
0,8
0,6
2,10
1,18
0,4
0,24
0,7
0,19
0,6
0,6
0,10
0,16
0,4
0,5
0,6
0,5
0,14
0,48
0,4
0,27
0,18
1,15
0,34
0,4
0,21
0,11
0,5
0,4
0,13
2,67
0,34
0,33
2,98
0,42
0,8
0,72
0,20
0,26
0,22
0,29
2,15
0,1
0,7
2,82
0,23
0,28
0,12
0,14
0,10
0,9
0,59
0,15
0,5
0,11
0,21
0,3
0,4
0,14
1,8
0,5
0,52
0,8
0,16
0,11
0,11
0,16
0,24
0,22
0,62
0,12
13,35
0,8
1,2
1,2
0,30
0,9
0,4
0,4
0,7
0,19
0,19
0,8
0,24
0,5
0,4
0,4
0,6
1,4
0,18
0,1
0,11
0,10
0,25
0,5
0,76
1,9
0,7
0,6
0,30
0,20
0,25
0,18
0,22
0,15
0,9
0,29
0,5
0,26
0,24
0,11
0,10
0,62
0,16
0,6
0,46
0,10
0,13
1,11
0,19
0,45
1,7
0,50
0,28
0,23
0,4
0,26
0,18
0,17
0,18
0,13
0,4
0,10
0,29
0,12
1,18
0,12
0,13
2,34
0,10
0,5
2,40
0,23
0,16
0,19
0,15
0,21
0,37
0,16
0,3
0,8
0,15
0,4
0,31
1,3
0,4
0,6
0,5
1,12
0,20
0,18
4,15
0,5
0,11
0,7
0,10
0,12
0,12
0,11
0,17
0,7
0,22
2,38
0,3
0,8
0,5
1,15
0,2
0,1
0,1
0,22
0,14
0,33
0,23
0,1
0,8
0,2
0,25
0,28
0,12
0,13
0,12
0,11
0,26
0,17
0,21
0,13
0,17
0,14
0,6
0,12
0,8
1,17
1,30
0,6
0,5
0,14
1,7
0,4
0,33
0,15
0,8
0,7
0,9
0,23
0,14
0,8
0,15
0,5
0,11
2,42
0,4
1,17
1,4
1,28
0,60
0,3
0,7
0,44
2,13
0,6
1,16
1,20
1,14
0,5
0,19
0,23
0,16
0,5
4,24
0,60
0,17
0,16
0,10
0,27
0,8
1,10
0,13
0,27
0,8
0,11
0,1
0,44
0,4
1,36
1,29
0,58
0,4
0,10
0,33
21,45
0,21
0,3
0,28
0,10
0,12
0,8
0,4
0,27
0,20
0,6
1,16
0,18
0,13
0,11
0,8
1,15
1,5
1,5
1,5
1,5
3,6
0,1
0,31
0,24
0,3
0,25
0,36
0,12
0,12
1,23
0,26
0,11
0,34
0,8
0,10
0,10
0,8
0,21
0,27
0,12
0,10
0,17
0,45
0,24
0,8
0,26
0,10
0,14
0,4
0,10
0,7
0,87
3,13
0,12
0,24
0,20
0,22
0,35
0,18
0,6
0,16
0,10
0,6
0,10
2,86
0,21
2,61
3,192
9,122
0,6
0,52
0,19
0,31
0,4
0,3
0,6
0,4
0,26
0,13
0,4
0,12
0,15
1,20
0,45
0,6
0,26
0,38
1,24
1,11
0,40
0,11
0,16
0,65
0,21
1,6
0,34
0,23
0,15
0,11
0,15
0,18
0,12
0,24
0,5
0,12
0,1
0,9
0,32
0,15
0,11
1,36
0,10
0,36
0,63
0,7
0,30
0,7
0,16
0,12
0,6
0,26
0,13
1,28
0,30
1,6
0,3
0,14
0,4
0,6
0,5
0,11
0,46
0,9
0,7
0,4
0,29
0,18
0,15
0,21
0,14
0,12
0,3
1,18
0,7
0,43
0,7
14,91
0,13
0,7
0,3
0,9
0,9
0,4
0,3
1,9
0,3
0,18
0,20
0,37
0,7
0,36
0,15
0,3
0,6
0,4
0,22
0,18
0,10
0,11
0,24
0,10
0,9
0,8
0,12
0,97
0,3
0,4
0,19
1,84
0,20
2,77
0,14
0,44
0,41
0,5
0,11
0,27
1,43
0,10
0,16
0,17
1,20
2,50
0,6
1,58
0,6
0,32
0,46
0,33
0,18
0,38
0,15
0,12
0,17
0,24
0,24
0,10
0,34
0,14
0,28
0,13
0,55
0,1
1,20
0,32
0,9
0,10
1,67
40,274
1,37
2,132
0,64
0,17
0,22
1,11
0,82
0,1
0,1
0,1
0,1
0,1
0,21
0,25
2,6
0,1
1,28
1,16
0,3
3,62
0,55
0,58
1,21
0,5
1,14
0,50
1,45
0,45
0,22
0,38
1,13
0,4
0,10
0,10
1,15
0,31
0,24
0,3
0,4
0,18
0,25
0,18
0,5
3,21
0,7
0,4
3,43
0,7
1,15
0,49
0,10
0,9
0,11
0,42
0,23
0,11
0,19
0,9
0,10
0,24
0,17
0,41
0,13
1,64
0,11
0,8
7,35
0,4
0,24
1,20
2,12
0,7
0,10
0,23
0,11
0,5
0,8
0,4
0,38
0,18
0,5
0,10
0,42
0,31
0,10
0,5
0,20
0,15
0,3
8,9
0,5
1,44
0,7
0,19
0,6
0,8
0,5
0,27
0,29
3,53
0,5
1,11
0,5
0,16
0,13
0,14
