0,21
2,64
0,84
1,165
0,5
1,40
0,45
6,133
8,398
4,140
0,5
0,8
0,13
0,30
0,12
0,3
0,9
1,3
1,6
1,13
2,15
0,17
0,3
0,33
0,24
0,32
3,66
2,17
0,42
0,10
0,12
0,1
1,25
0,1
0,8
1,19
0,29
0,7
0,43
0,42
0,17
2,20
2,66
3,13
1,18
0,6
0,9
1,15
0,4
0,14
0,13
0,6
0,3
0,21
0,8
0,9
0,22
0,9
0,35
0,10
0,30
0,14
2,9
0,10
0,6
0,15
0,10
0,44
1,12
2,27
3,15
0,7
0,30
0,42
0,19
1,19
1,10
0,4
0,15
0,1
0,14
0,14
0,23
5,81
0,14
0,19
0,18
1,34
0,12
0,18
0,13
0,5
2,10
1,43
1,19
0,10
1,36
0,5
0,8
0,22
0,6
1,14
0,7
0,6
0,3
0,15
0,20
0,16
1,33
0,3
0,8
0,45
0,10
0,6
1,21
0,6
0,13
0,6
1,69
0,3
0,10
0,28
0,6
0,54
0,17
0,1
0,30
1,34
0,41
0,16
1,41
1,29
0,19
1,23
0,24
0,23
0,35
0,10
0,40
1,102
0,38
0,10
1,145
2,11
1,20
0,28
0,35
0,36
0,30
1,20
0,15
1,77
0,45
1,61
1,26
3,23
0,38
0,26
0,4
3,27
0,17
0,21
0,50
3,153
1,61
0,20
0,17
0,45
1,17
1,33
1,22
1,11
0,29
0,17
0,13
1,14
0,41
0,60
0,10
0,2
0,31
1,13
0,26
1,36
1,18
0,16
0,16
0,20
0,12
0,8
0,31
0,13
1,14
0,31
0,12
1,27
3,12
0,28
0,8
0,35
1,12
0,36
0,8
0,6
0,9
0,3
0,3
1,14
6,52
0,43
0,31
1,30
0,17
0,28
0,14
1,27
0,36
0,14
1,70
0,21
0,1
0,21
0,3
0,29
0,16
0,9
1,13
2,17
1,3
0,8
0,9
0,6
0,12
0,11
0,38
0,17
0,16
0,27
1,13
0,46
0,7
1,52
1,32
1,15
0,8
0,15
0,25
0,4
0,3
0,21
1,33
1,13
0,15
2,28
1,43
0,13
0,31
0,4
0,6
0,3
0,4
0,11
0,12
0,8
0,16
0,20
0,17
0,35
0,15
1,46
0,25
1,3
1,23
1,26
1,50
0,33
0,6
0,41
0,29
0,20
0,28
0,11
0,19
0,55
0,4
0,12
1,13
0,11
3,62
0,7
0,8
0,10
0,16
0,7
1,14
2,30
1,25
3,17
2,8
2,53
0,26
0,16
0,10
0,13
2,16
1,13
0,14
0,8
1,24
2,12
3,14
1,23
3,17
1,11
0,22
1,7
0,41
0,4
0,5
0,18
0,19
0,23
0,15
0,9
0,9
2,9
0,5
0,5
0,5
0,19
0,1
2,24
1,8
0,10
1,16
0,17
0,25
0,6
0,12
0,32
0,16
0,2
0,27
0,10
0,8
0,12
1,11
0,17
1,7
1,29
1,21
1,18
0,3
1,7
0,25
0,21
0,16
0,10
1,65
2,141
4,49
0,32
0,9
0,7
1,14
1,28
0,19
0,26
0,20
0,51
0,36
0,16
1,16
1,54
0,14
0,17
0,43
0,41
0,53
0,56
1,58
0,22
1,41
0,30
0,124
0,12
0,45
0,5
0,29
1,47
0,18
0,55
0,35
1,28
0,16
3,31
0,23
0,17
1,33
0,9
0,9
0,17
0,18
0,10
0,9
0,18
0,20
0,15
0,56
0,15
0,51
0,61
0,23
0,30
0,46
0,13
0,51
0,33
0,13
2,28
0,25
1,14
2,140
0,25
0,43
1,58
0,46
1,99
0,61
0,15
1,6
1,17
0,47
0,54
0,10
0,36
0,17
0,35
0,29
0,10
0,12
0,6
0,11
1,7
0,8
0,17
0,18
2,47
0,33
0,24
0,23
0,62
3,76
3,120
1,71
6,164
0,49
0,40
0,20
0,14
0,10
0,7
0,23
0,8
0,4
0,8
0,28
4,27
1,59
1,18
0,20
0,31
0,23
0,18
1,14
0,9
0,12
1,43
1,16
0,13
0,18
0,15
0,34
1,15
1,15
0,36
0,19
0,12
0,24
0,12
0,27
0,5
