4,21
5,64
3,84
50,165
0,5
0,40
8,45
23,133
51,398
2,140
0,5
0,8
0,13
1,30
0,12
0,3
0,9
0,3
0,6
0,13
2,15
0,17
0,3
5,33
5,24
4,32
7,66
0,17
12,42
1,10
0,12
0,1
0,25
0,1
0,8
0,19
0,29
0,7
0,43
6,42
2,17
0,20
10,66
1,13
3,18
0,6
0,9
0,15
0,4
0,14
0,13
0,6
0,3
1,21
0,8
0,9
1,22
0,9
7,35
0,10
3,30
0,14
0,9
0,10
0,6
0,15
0,10
6,44
0,12
5,27
0,15
1,7
11,30
7,42
5,19
0,19
0,10
0,4
3,15
0,1
0,14
0,14
0,23
13,81
0,14
4,19
0,18
4,34
1,12
1,18
0,13
0,5
0,10
7,43
0,19
1,10
4,36
0,5
0,8
0,22
0,6
0,14
0,7
0,6
0,3
1,15
0,20
1,16
6,33
0,3
0,8
1,45
0,10
0,6
2,21
0,6
2,13
0,6
36,69
0,3
0,10
0,28
1,6
6,54
1,17
0,1
6,30
6,34
4,41
0,16
4,41
7,29
0,19
2,23
3,24
0,23
1,35
0,10
0,40
8,102
4,38
0,10
4,145
0,11
3,20
0,28
1,35
3,36
2,30
1,20
1,15
10,77
4,45
9,61
0,26
3,23
1,38
1,26
0,4
2,27
0,17
1,21
4,50
10,153
8,61
4,20
4,17
3,45
0,17
0,33
0,22
3,11
2,29
1,17
0,13
0,14
5,41
26,60
0,10
1,2
3,31
0,13
6,26
8,36
0,18
0,16
0,16
2,20
0,12
0,8
4,31
1,13
2,14
1,31
0,12
1,27
0,12
5,28
0,8
2,35
0,12
3,36
0,8
0,6
1,9
0,3
0,3
0,14
11,52
2,43
2,31
1,30
2,17
2,28
0,14
5,27
3,36
1,14
4,70
0,21
0,1
1,21
1,3
3,29
0,16
0,9
0,13
0,17
0,3
0,8
0,9
0,6
0,12
0,11
6,38
0,17
0,16
0,27
3,13
5,46
0,7
4,52
7,32
0,15
0,8
0,15
0,25
0,4
0,3
0,21
9,33
0,13
2,15
8,28
12,43
0,13
0,31
0,4
0,6
0,3
0,4
0,11
0,12
0,8
0,16
1,20
0,17
3,35
1,15
2,46
2,25
0,3
2,23
5,26
3,50
2,33
0,6
2,41
3,29
4,20
0,28
0,11
1,19
15,55
0,4
0,12
3,13
0,11
10,62
2,7
0,8
0,10
2,16
0,7
2,14
7,30
4,25
0,17
0,8
15,53
1,26
0,16
1,10
0,13
0,16
0,13
0,14
1,8
0,24
0,12
0,14
0,23
1,17
0,11
2,22
0,7
15,41
0,4
0,5
1,18
1,19
0,23
0,15
1,9
1,9
0,9
0,5
0,5
0,5
3,19
0,1
5,24
0,8
0,10
0,16
0,17
2,25
0,6
0,12
2,32
0,16
0,2
1,27
0,10
1,8
0,12
0,11
0,17
0,7
2,29
0,21
0,18
0,3
0,7
4,25
2,21
0,16
0,10
6,65
10,141
1,49
0,32
0,9
2,7
2,14
10,28
8,19
10,26
5,20
5,51
7,36
0,16
0,16
14,54
0,14
0,17
5,43
1,41
3,53
5,56
3,58
1,22
1,41
4,30
60,124
0,12
3,45
0,5
1,29
8,47
0,18
3,55
1,35
2,28
6,16
5,31
4,23
0,17
3,33
2,9
2,9
0,17
0,18
0,10
0,9
0,18
2,20
0,15
3,56
0,15
2,51
6,61
2,23
0,30
6,46
1,13
8,51
6,33
0,13
10,28
2,25
1,14
14,140
2,25
6,43
2,58
2,46
4,99
3,61
0,15
0,6
0,17
3,47
19,54
2,10
4,36
0,17
1,35
15,29
0,10
0,12
0,6
1,11
0,7
0,8
0,17
0,18
1,47
0,33
0,24
0,23
6,62
12,76
16,120
3,71
8,164
0,49
3,40
1,20
1,14
0,10
2,7
2,23
0,8
0,4
0,8
5,28
8,27
7,59
1,18
3,20
0,31
0,23
0,18
2,14
1,9
0,12
13,43
1,16
0,13
0,18
0,15
3,34
0,15
0,15
2,36
1,19
2,12
3,24
0,12
5,27
0,5
